asset,correlation,cointegration_p_value,spread_volatility
DOTUSDT,0.0003601612569330757,0.006109804957564148,0.1011633861123771
ETCUSDT,0.4610171478104104,0.020170313716062822,0.47112191826113764
ARUSDT,0.3678181204915279,0.03344557002597755,1.3101152965882048
