asset,correlation,cointegration_p_value,spread_volatility
XRPUSDT,0.00021810472728325388,0.004700890139188053,0.018369356664713097
CHRUSDT,0.13137218337719941,0.02008129383559973,0.026986935255903316
ADAUSDT,-6.427603074875172e-05,0.02063370858409573,0.00994883297063078
CELOUSDT,0.1469625206512735,0.02355840603507815,0.04448124672167272
EOSUSDT,0.15903532199817957,0.033532697446820144,0.5015710459293207
