asset,correlation,cointegration_p_value,spread_volatility
ADAUSDT,-1.7640326099509396e-05,0.0025440224938397815,0.006518040335162438
XRPUSDT,0.001548382256662942,0.0040410035018886405,0.018162512385043808
CHRUSDT,0.461741099081852,0.008107706986615473,0.023426625424288326
CELOUSDT,0.5147453166280335,0.016146721816983758,0.04120597126984665
ETCUSDT,0.5901120213519657,0.03254187367599857,0.49795421602692325
