asset,correlation,cointegration_p_value,spread_volatility
XRPUSDT,0.001505528885725302,0.0035428215911834145,0.020391424723694707
ADAUSDT,0.0014187207760663894,0.004855875905380514,0.009158707065251848
CHRUSDT,0.3524644077339448,0.00612148234282667,0.025173405994310147
BANDUSDT,0.37404134041623055,0.016028358556077798,0.043888697594305665
ETCUSDT,0.42200821580962916,0.032181587478554464,0.49974352006390355
