asset,correlation,cointegration_p_value,spread_volatility
CHRUSDT,-0.00037453289791361397,0.00715612450925309,0.025916358960628282
XRPUSDT,0.41554592282626807,0.01013280609133713,0.023049348861350648
CELOUSDT,0.0007149982801544298,0.020275681976856,0.04547866678934157
EOSUSDT,0.0020450659797281957,0.032415862671943615,0.5002075263660427
ADAUSDT,0.4588781431334375,0.037235400603612634,0.011635008760328207
