asset,correlation,cointegration_p_value,spread_volatility
ALGOUSDT,0.5659911765999619,0.00866169191010492,0.009251807436034779
ACHUSDT,0.4311992606933196,0.016683943378649993,0.007275374761275519
CELOUSDT,0.4574613517602404,0.018463447859096288,0.0337484879431814
CHRUSDT,0.42139015381900075,0.02465537273038461,0.019172042254750925
XRPUSDT,0.002645421692519266,0.02630997710060392,0.0140456691604731
