asset,correlation,cointegration_p_value,spread_volatility
MASKUSDT,0.0003601612569330757,0.006109804957564148,0.1011633861123771
EOSUSDT,0.0006241499333781827,0.022660075983939265,0.39600923029278173
SANDUSDT,0.0008600732950609218,0.049401785821293516,1.2699918259653873
