asset,correlation,cointegration_p_value,spread_volatility
APTUSDT,0.4075323013599897,0.004011856655368509,1.6013990411441517
DASHUSDT,0.4272289464146455,0.00527397430092977,0.8911118045694785
AVAXUSDT,-0.00021878336330356002,0.02197085944035023,1.1162604587135734
MASKUSDT,0.3678181204915279,0.03344557002597755,1.3101152965882048
DOTUSDT,0.0008600732950609217,0.049401785821293516,1.2699918259653873
