asset,correlation,cointegration_p_value,spread_volatility
XRPUSDT,0.560908143019944,0.004945244283062251,0.019957603604915893
CHRUSDT,-0.0004951851857980825,0.005287468292113382,0.02417249006201442
ADAUSDT,0.528880455096401,0.012397641665322121,0.009012904625127634
CELOUSDT,-0.00045363771738278177,0.017422037337169117,0.04334032698709903
EOSUSDT,0.001038599513845922,0.032057933284594914,0.49860213655229024
