asset,correlation,cointegration_p_value,spread_volatility
CHRUSDT,0.001806807332955565,0.025390968073346128,0.02711648282418078
CELOUSDT,0.000951440142535496,0.026514133482079417,0.04508296361413889
EOSUSDT,0.0020284893086507864,0.029183157335711432,0.4909188872368259
