asset,correlation,cointegration_p_value,spread_volatility
CHRUSDT,0.5023033976551284,0.0009982917665688964,0.01890755501073155
XRPUSDT,0.0014064586013200764,0.00765732119301014,0.019756531107159296
CELOUSDT,0.5629042551810047,0.008362973155698094,0.036152862042231566
EOSUSDT,0.565991176599962,0.00866169191010492,0.009251807436034779
ETCUSDT,0.6478906335491733,0.030334057473347956,0.4907259734119604
