asset,correlation,cointegration_p_value,spread_volatility
SANDUSDT,0.4075323013599897,0.004011856655368509,1.6013990411441517
EOSUSDT,0.523093489332309,0.004386185385442602,0.6397383594828508
LTCUSDT,0.5281076745990033,0.01293397218312183,0.6847282259727089
